Sentrix_ID,Sample_Name,Gender,Basename,path
GSM3735546_201465940014_R01C01,GSM3735546,FALSE,data/example/GSM3735546_201465940014_R01C01,/research/groups/orrgrp/projects/medulloblastoma/common/Melanoma/raw_data/GSE130295/GSM3735546_201465940014_R01C01
